"UG"	"NOME_UG"	"ICFEX"	"NOME_ICFEX"	"PROGRAMA"	"NOME_PROGRAMA"	"ACAO"	"NOME_ACAO"	"UGR"	"NOME_UGR"	"PTRES"	"FONTE"	"NOME_FONTE"	"PI"	"NOME_PI"	"ND"	"NOME_ND"	"NE"	"DATA"	"FAV"	"NOME_FAV"	"OBS"	"RP"	"NOME_RP"	"PO"	"NOME_PO"	"NOME_UO"	"UO"	"INSC"	"INSCEMLIQ"	"REINSC"	"REINSCEMLIQ"	"BLOQALIQ"	"BLOQEMLIQ"	"ALIQ"	"EMLIQ"	"APAG"	"PAGO"	"CANC"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DACSPTELM"	"SV DE TELEFONIA MOVEL"	"339039"	"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA"	"2021NE00009158"	"2021-05-11"	"02421421000111"	"TIM S A"	"CITEX1600732021NC006736 ATENDE DIEX REQUISITORIO Nº 104-CONTRATOS/DA/CITEX, DE 11 DE MAIO DE 2021, PAGAMENTO DE CONTRATO CONCESSIONARIA DE TELEFONIA MOVEL, PREGAO 06/2020, UASG 201057, ITENS 17, PARTICIPANTE, CONTRATO 04/2021."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"3125,48"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"3125,48"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DACSPTELM"	"SV DE TELEFONIA MOVEL"	"339039"	"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA"	"2021NE00019358"	"2021-07-02"	"02421421000111"	"TIM S A"	"CITEX1600352021NC000090 ATENDE DIEX REQUISITORIO Nº 075-CONTRATOS/DA/CITEX, PREGAO 06/2020, CONTRATO 04/2021 E NOTA DE CREDITO 2021NC000090."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"5000,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"5000,0"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DACSPTELM"	"SV DE TELEFONIA MOVEL"	"339040"	"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ"	"2021NE00043914"	"2021-12-22"	"02421421000111"	"TIM S A"	"CITEX1600732021NC017123 ATENDE DIEX REQUISITORIO Nº 130-CONTRATOS/DA/SCH, DE 22 DE DEZEMBRO DE 2021, PAGAMENTO DE CONTRATO CONCESSIONARIA DE TELEFONIA MOVEL, PREGAO 06/2020, UASG 201057, ITEM 0017, ADESAO, CONTRATO 04/2021."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"2000,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"2000,0"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DAFUNADOM"	"ADMINISTRACAO DE OM"	"339030"	"MATERIAL DE CONSUMO"	"2020NE80006044"	"2020-03-18"	"34072654000142"	"FLEXOWAY GRAFICA, ETIQUETAS E IMPRESSAO DIGITAL EIRELI"	"CITEX1600732020NC000104  ATENDE PARTE REQUISITORIA Nº 09-ALMOX/SEC ADM, PARA  AQUISICAO DE CARTAO DE IDENTIFICACAO, MATERIAL DE CONSUMO, MODALIDADE CARONA  PREGAO 09/2019, UASG GERENCIADORA 253002.  PROC ORIGEM: 05000092019"	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"0,0"	"0,0"	"620,0"	"0,0"	"0,0"	"0,0"	"186,0"	"0,0"	"0,0"	"434,0"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DAFUNADOM"	"ADMINISTRACAO DE OM"	"339030"	"MATERIAL DE CONSUMO"	"2021NE00033424"	"2021-10-29"	"26392294000138"	"NOVA ATACADISTA PARA CONSTRUCAO LTDA"	"7ºCTA1600732021NC005848 ATENDE PARTE REQUISITORIA 058-SECLCTCCONTR/DA/7ºCTA, DE 28 DE OUTUBRO DE 2021, AQUISICAO DE MATERIAL DE CONSUMO PARA MANUTENCAO DE BENS MOVEIS E INSTALACOES, PREGAO 13/2020, ITENS 00014 E 00065, UASG 160086, PARTICIPANTE, NOTA DE CREDITO 2021NC005848."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"970,68"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"970,68"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DAFUNADOM"	"ADMINISTRACAO DE OM"	"339030"	"MATERIAL DE CONSUMO"	"2021NE00033724"	"2021-10-29"	"13545473000116"	"LUKAUTO - COMERCIO DE PNEUMATICOS E PECAS LTDA"	"7ºCTA1600732021NC005848 ATENDE PARTE REQUISITORIA 058-SECLCTCCONTR/DA/7ºCTA, DE 28 DE OUTUBRO DE 2021, AQUISICAO DE MATERIAL DE CONSUMO PARA MANUTENCAO DE BENS MOVEIS E INSTALACOES, PREGAO 13/2020, ITEM 00074, UASG 160086, PARTICIPANTE, NOTA DE CREDITO 2021NC005848."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"273,7"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"273,7"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DAFUNADOM"	"ADMINISTRACAO DE OM"	"339030"	"MATERIAL DE CONSUMO"	"2021NE00034424"	"2021-11-09"	"37544176000114"	"DINAMICA DISTRIBUIDORA E COMERCIO VAREJISTA DE ELETRODO"	"CITEX2021NC016387 ATENDE PARTE REQUISITORIA Nº 19-SVGER/FA/DA, DE 08 DE NOVEMBRO DE 2021, AQUISICAO DE MATERIAL DE CONSUMO PARA MANUTENCAO DE BENS/INSTALACOES IMOVEIS, DISPENSA ELETRONICA 37/2021, ITENS 003, 006 E 008, NOTA DE CREDITO 2021NC016387."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"627,45"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"627,45"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DAFUNADOM"	"ADMINISTRACAO DE OM"	"339030"	"MATERIAL DE CONSUMO"	"2021NE00034524"	"2021-11-09"	"28806187000134"	"NAUIRES ANTONIO DOS SANTOS"	"CITEX2021NC016387 ATENDE PARTE REQUISITORIA Nº 19-SVGER/FA/DA, DE 08 DE NOVEMBRO DE 2021, AQUISICAO DE MATERIAL DE CONSUMO PARA MANUTENCAO DE BENS/INSTALACOES IMOVEIS, DISPENSA ELETRONICA 37/2021, ITEM 007, NOTA DE CREDITO 2021NC016387."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"449,5"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"449,5"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DAFUNADOM"	"ADMINISTRACAO DE OM"	"339030"	"MATERIAL DE CONSUMO"	"2021NE00034724"	"2021-11-10"	"15329152000100"	"ELITE COMERCIO E SERVICOS LTDA"	"CITEX1600732021NC014537 ATENDE PARTE REQUISITORIA Nº 20-SVGER/FA/DA, DE 08 DE NOVEMBRO DE 2021, AQUISICAO DE MATERIAL DE CONSUMO PARA MANUTENCAO DE INSTALACOES/BENS IMOVEIS, PREGAO 13/2020, ITENS 007 E 040, UASG 160086, PARTICIPANTE, NOTA DE CREDITO 2021NC014537."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"232,35"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"232,35"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DAFUNADOM"	"ADMINISTRACAO DE OM"	"339030"	"MATERIAL DE CONSUMO"	"2021NE00034824"	"2021-11-10"	"20776492000119"	"PLANED COMERCIO E SERVICOS EIRELI"	"CITEX1600732021NC014537 ATENDE PARTE REQUISITORIA Nº 20-SVGER/FA/DA, DE 08 DE NOVEMBRO DE 2021, AQUISICAO DE MATERIAL DE CONSUMO PARA MANUTENCAO DE INSTALACOES/BENS IMOVEIS, PREGAO 13/2020, ITENS 009 E 047, UASG 160086, PARTICIPANTE, NOTA DE CREDITO 2021NC014537."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"202,86"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"202,86"	"0,0"
"160091"	"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO"	"160054"	"11º CGCFEX"	"0032"	"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO"	"20000001"	"ADMINISTRACAO DA UNIDADE              - NACIONAL"	"160073"	"DIRETORIA DE GESTAO ORCAMENTARIA - GESTOR"	"171460"	"0100000000"	"RECURSOS PRIMARIOS DE LIVRE APLICACAO"	"I3DAFUNADOM"	"ADMINISTRACAO DE OM"	"339030"	"MATERIAL DE CONSUMO"	"2021NE00035224"	"2021-11-10"	"17873724000142"	"KHROMA TINTAS INDUSTRIA E COMERCIO EIRELI"	"CITEX1600732021NC014537 ATENDE PARTE REQUISITORIA Nº 20-SVGER/FA/DA, DE 08 DE NOVEMBRO DE 2021, AQUISICAO DE MATERIAL DE CONSUMO PARA MANUTENCAO DE INSTALACOES/BENS IMOVEIS, PREGAO 13/2020, ITEM 077, UASG 160086, PARTICIPANTE, NOTA DE CREDITO 2021NC014537."	"2"	"PRIMARIO DISCRICIONARIO"	"0004"	"MANUTENCAO GERAL"	"COMANDO DO EXERCITO"	"52121"	"1750,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"1750,0"	"0,0"
